id,libraryName,vulnType,numFindings
750,com.google.android.gms:play-services-clearcut,CryptoCheckAnalysis_UnInitializedKey,0
751,Jetty :: Security,CryptoCheckAnalysis_StaticIV,0
752,Jetty :: Security,CryptoCheckAnalysis_HardCodedKey,0
753,Jetty :: Security,CryptoCheckAnalysis_UnsafeECB,0
754,Jetty :: Security,CryptoCheckAnalysis_InsecureCryptoAlgorithm,4
755,Jetty :: Security,CryptoCheckAnalysis_UnInitializedKey,0
756,Kryo,CryptoCheckAnalysis_StaticIV,0
757,Kryo,CryptoCheckAnalysis_HardCodedKey,0
758,Kryo,CryptoCheckAnalysis_UnsafeECB,3
759,Kryo,CryptoCheckAnalysis_InsecureCryptoAlgorithm,6
760,Kryo,CryptoCheckAnalysis_UnInitializedKey,0
761,ktor-utils,CryptoCheckAnalysis_StaticIV,0
762,ktor-utils,CryptoCheckAnalysis_HardCodedKey,0
763,ktor-utils,CryptoCheckAnalysis_UnsafeECB,0
764,ktor-utils,CryptoCheckAnalysis_InsecureCryptoAlgorithm,6
765,ktor-utils,CryptoCheckAnalysis_UnInitializedKey,0
766,Axiom API,CryptoCheckAnalysis_StaticIV,0
767,Axiom API,CryptoCheckAnalysis_HardCodedKey,0
768,Axiom API,CryptoCheckAnalysis_UnsafeECB,0
769,Axiom API,CryptoCheckAnalysis_InsecureCryptoAlgorithm,1
770,Axiom API,CryptoCheckAnalysis_UnInitializedKey,0
