id,jobId,algorithm,count,libraryPercentage
3249,3134,[],1,1
3250,3134,{},1,1
3251,3134,AES/CBC/PKCS5Padding,1,1
3252,3134,MD5,6,1
3253,3134,AES,1,1
3254,3368,RSA,2,0
3255,3368,SHA1,4,0
3256,3368,SHA-1,5,0
3257,3368,SHA-384,1,0
3258,3368,RAW,2,0
3259,3368,DESede,2,0
3260,3368,AES,7,0
3261,3368,DESede/ECB/PKCS5Padding,2,0
3262,3368,PBKDF2WithHmacSHA1,3,0
3263,3368,HmacSHA1,2,0
3264,3368,SHA-224,1,0
3265,3368,SHA-256,3,0
3266,3368,SHA-512,1,0
3267,3368,AES/CBC/PKCS5Padding,2,0
3268,3368,AES/CBC/PKCS7Padding,1,0
3269,3368,MD5,5,0
3270,3368,md5,1,0
3271,831,Blowfish,1,1
3272,1286,AES/CBC/PKCS5Padding,1,0
3273,1286,AES,1,0
3274,1286,MD5,2,0
3275,680,SHA-1,1,0
3276,2837,RSA,3,0
3277,2837,[],1,1
3278,2837,{},1,1
3279,2837,SHA-1,1,0
3280,2837,SHA1,1,1
3281,2837,AES/CBC/PKCS5Padding,1,1
3282,2837,MD5,6,0
3283,2837,AES,1,1
3284,1154,SHA1,2,0
3285,1154,HmacSHA1,3,1
3286,1154,AES/CBC/PKCS5Padding,1,0
3287,1154,MD5,16,0
3288,1154,AES,1,0
3289,3033,RSA,1,0
3290,3033,AES/CBC/PKCS5Padding,1,0
3291,3033,MD5,4,0
3292,3033,AES,1,0
3293,2854,RSA,3,0
3294,2854,{},1,1
3295,2854,RSA/ECB/PKCS1Padding,1,0
3296,2854,SHA1,2,0
3297,2854,SHA-1,2,0
3298,2854,SHA-256,2,0
3299,2854,AES/CBC/PKCS5Padding,2,0
3300,2854,AES/CBC/PKCS7Padding,1,0
3301,2854,MD5,11,0
3302,2854,RSA/ECB/PKCS1PADDING,1,0
3303,2854,AES,4,0
3304,2190,RSA,1,1
3305,2190,AES/CBC/PKCS5Padding,1,1
3306,2190,MD5,4,0
3307,2190,AES,1,1
3308,2835,RSA,2,0
3309,2835,[],1,1
3310,2835,{},1,1
3311,2835,SHA-1,1,0
3312,2835,SHA1,1,1
3313,2835,AES/CBC/PKCS5Padding,1,1
3314,2835,MD5,13,0
3315,2835,AES,1,1
3316,2847,0,1,1
3317,2847,RSA,1,0
3318,2847,[],1,1
3319,2847,{},1,1
3320,2847,false,1,1
3321,2847,AES/CBC/PKCS5Padding,1,1
3322,2847,MD5,6,0
3323,2847,AES,1,1
3324,3519,ECDH,2,1
3325,3519,SHA1,3,0
3326,3519,SHA-1,5,0
3327,3519,SHA-384,1,0
3328,3519,AES/CTR/NoPadding,3,0
3329,3519,HMAC,1,1
3330,3519,RAW,2,0
3331,3519,DESede,2,0
3332,3519,HMACSHA256,2,1
3333,3519,AES/CTR/NOPADDING,1,1
3334,3519,HMACSHA512,2,1
3335,3519,PBKDF2WithHmacSHA1,3,0
3336,3519,AES/ECB/NoPadding,2,1
3337,3519,HmacSHA1,2,0
3338,3519,SHA-224,1,0
3339,3519,HMACSHA1,2,1
3340,3519,EC,3,1
3341,3519,AES/CBC/PKCS7Padding,1,0
3342,3519,AES/CBC/PKCS5Padding,3,0
3343,3519,HmacSha256,5,1
3344,3519,RSA,2,0
3345,3519,AES/ECB/NOPADDING,2,1
3346,3519,AES,14,0
3347,3519,DESede/ECB/PKCS5Padding,2,0
3348,3519,SHA-256,7,0
3349,3519,SHA-512,3,0
3350,3519,MD5,7,0
3351,3519,AES/GCM/NoPadding,2,1
3352,3519,HmacSha512,5,1
3353,3519,md5,1,0
3354,2123,MD5,1,0
3355,1922,SHA-1,1,0
3356,1922,Null cipher,1,0
3357,1922,CRC,1,0
3358,1922,AES/ECB/NoPadding,1,0
3359,1922,MD5,10,0
3360,1922,AES,11,0
3361,2927,RSA,1,0
3362,2927,SHA-1,2,1
3363,2927,AES/CBC/PKCS5Padding,1,1
3364,2927,MD5,7,0
3365,2927,AES,2,1
3366,2927,md5,1,1
3367,2031,SHA-1,2,0
3368,2031,SHA1,1,0
3369,2031,CRC,1,0
3370,2031,HmacSHA1,2,0
3371,2031,SHA-256,1,0
3372,2031,AES/CBC/PKCS5Padding,1,1
3373,2031,MD5,10,0
3374,2031,AES,1,1
3375,3947,RSA,5,0
3376,3947,{},1,1
3377,3947,SHA-1,10,0
3378,3947,SHA1,2,0
3379,3947,RSA/ECB/nopadding,2,0
3380,3947,PBEWITHSHAAND256BITAES-CBC-BC,1,0
3381,3947,AES,4,0
3382,3947,CRC,1,0
3383,3947,HmacSHA1,4,0
3384,3947,SHA-256,1,0
3385,3947,AES/CBC/PKCS7Padding,2,0
3386,3947,AES/CBC/PKCS5Padding,3,0
3387,3947,MD5,15,0
3388,3947,AES/ECB/PKCS7Padding,2,1
3389,3724,SHA-1,17,0
3390,3724,SHA1,4,0
3391,3724,SHA-384,1,1
3392,3724,AES/CTR/NoPadding,1,0
3393,3724,HmacSHA512,2,1
3394,3724,SHA,1,1
3395,3724,undefined,2,1
3396,3724,RSA/ECB/PKCS1Padding,3,0
3397,3724,DSA,1,1
3398,3724,HmacSHA256,9,0
3399,3724,HmacSHA1,6,1
3400,3724,AES/CBC/PKCS5Padding,6,0
3401,3724,EC,1,1
3402,3724,AES/CBC/PKCS7Padding,1,0
3403,3724,RSA,5,0
3404,3724,{},1,1
3405,3724,AES/CBC/NoPadding,1,1
3406,3724,false,2,1
3407,3724,ECGOST3410,1,1
3408,3724,[object Object],2,1
3409,3724,AES,13,0
3410,3724,RSA/ECB/PKCS1PADDING,1,0
3411,3724,sha1,5,1
3412,3724,0,2,1
3413,3724,true,2,1
3414,3724,SHA-256,14,0
3415,3724,SHA-512,3,1
3416,3724,MD5,26,0
3417,3724,md5,2,1
3418,1728,MD5,1,1
3419,1611,SHA-1,3,0
3420,1611,SHA-384,1,1
3421,1611,HmacSHA1,3,1
3422,1611,SHA-256,1,1
3423,1611,MD2,1,1
3424,1611,AES/CBC/PKCS5Padding,1,0
3425,1611,SHA-512,1,1
3426,1611,AES,6,0
3427,1611,MD5,6,0
3428,2795,RSA,1,1
3429,2795,SHA1,1,1
3430,2530,RSA/ECB/PKCS1Padding,1,0
3431,2530,[],1,1
3432,2530,{},1,1
3433,2530,MD5,2,0
3434,3330,RSA,2,0
3435,3330,SHA1,1,0
3436,3330,SHA-1,2,0
3437,3330,SHA-256,1,0
3438,3330,AES/CBC/PKCS5Padding,1,1
3439,3330,MD5,11,0
3440,3330,AES,2,1
3441,2867,RSA,1,0
3442,2867,AES/CBC/PKCS5Padding,1,0
3443,2867,MD5,4,0
3444,2867,AES,1,0
3445,2009,RSA,1,1
3446,2009,AES/CBC/PKCS5Padding,1,1
3447,2009,MD5,4,0
3448,2009,AES,1,1
3449,1244,AES/CBC/PKCS5Padding,1,0
3450,1244,MD5,1,0
3451,1244,AES,1,0
3452,2206,RSA,2,0
3453,2206,{},1,0
3454,2206,SHA-1,1,0
3455,2206,AES/CBC/PKCS5Padding,1,0
3456,2206,MD5,5,0
3457,2206,AES,1,0
3458,2947,SHA-256,1,0
3459,2947,MD5,7,0
3460,2774,0,1,1
3461,2774,{},1,1
3462,2774,SHA-1,3,1
3463,2774,AES/ECB/NoPadding,1,1
3464,2774,false,1,1
3465,2774,AES/CBC/PKCS5Padding,1,1
3466,2774,MD5,7,1
3467,2774,AES,2,1
3468,1496,SHA1,2,0
3469,1496,AES/CBC/PKCS5Padding,1,0
3470,1496,AES,1,0
3471,1496,MD5,4,0
3472,3901,SHA-1,27,0
3473,3901,SHA1,3,0
3474,3901,SHA-384,1,1
3475,3901,HMAC,1,1
3476,3901,HmacSHA512,10,0
3477,3901,AES/CBC/PKCS5PADDING,2,0
3478,3901,HmacMD5,2,1
3479,3901,HmacSHA256,14,0
3480,3901,DSA,2,1
3481,3901,Blowfish/CBC/PKCS5Padding,1,0
3482,3901,HmacSHA1,14,0
3483,3901,EC,2,1
3484,3901,AES/CBC/PKCS7Padding,2,0
3485,3901,AES/CBC/PKCS5Padding,1,1
3486,3901,AES/ECB/PKCS5Padding,1,0
3487,3901,RSA,3,0
3488,3901,AES,10,0
3489,3901,sha1,5,1
3490,3901,SHA256,1,0
3491,3901,SHA-256,19,0
3492,3901,;,1,0
3493,3901,AES/GCM-SIV/NoPadding,1,1
3494,3901,SHA-512,5,0
3495,3901,MD5,32,0
3496,3901,md5,2,1
3497,3901,Blowfish,1,0
3498,2377,AES/CBC/PKCS5Padding,1,1
3499,2377,AES,1,1
3500,2377,MD5,3,1
3501,2790,MD5,2,0
3502,1001,MD5,1,0
3503,3863,SHA1,2,0
3504,3863,SHA-1,21,0
3505,3863,HmacSHA512,2,1
3506,3863,AES/CBC/PKCS5PADDING,3,0
3507,3863,SHA,2,0
3508,3863,PBEWithSHA256And256BitAES-CBC-BC,1,0
3509,3863,AES,12,0
3510,3863,sha1,5,0
3511,3863,SHA256,1,0
3512,3863,AES/ECB/PKCS5PADDING,5,0
3513,3863,HmacMD5,2,0
3514,3863,HmacSHA256,2,1
3515,3863,CRC,1,0
3516,3863,HmacSHA1,4,0
3517,3863,SHA-256,13,0
3518,3863,AES/CBC/PKCS5Padding,2,0
3519,3863,SHA-512,1,1
3520,3863,MD5,22,0
3521,3863,md5,2,1
3522,3215,HmacSha256,5,1
3523,3215,ECDH,2,1
3524,3215,SHA-1,1,0
3525,3215,AES/ECB/NOPADDING,2,1
3526,3215,AES/CTR/NoPadding,2,1
3527,3215,HMAC,2,1
3528,3215,HMACSHA256,2,1
3529,3215,SHA,1,0
3530,3215,AES,9,0
3531,3215,HmacSha1,5,1
3532,3215,AES/CTR/NOPADDING,1,1
3533,3215,HMACSHA512,2,1
3534,3215,SHA-256,1,0
3535,3215,HMACSHA1,2,1
3536,3215,AES/CBC/PKCS5Padding,4,0
3537,3215,EC,3,1
3538,3215,AES/CBC/PKCS7Padding,1,0
3539,3215,MD5,8,0
3540,3215,HmacSha512,5,1
3541,3215,AES/GCM/NoPadding,2,1
3542,4160,AES/CTR/NOPADDING,1,1
3543,4160,HmacSha1,3,1
3544,4160,HmacSha256,3,1
3545,4160,SHA-1,1,0
3546,4160,AES/ECB/NOPADDING,2,1
3547,4160,HMAC,1,1
3548,4160,SHA-256,2,0
3549,4160,AES/CBC/PKCS5Padding,1,1
3550,4160,AES,6,1
3551,4160,MD5,4,1
3552,4160,HmacSha512,3,1
3553,1392,RSA,1,0
3554,3816,{},2,1
3555,3816,SHA-1,3,1
3556,3816,SHA-384,1,1
3557,3816,AES/CBC/NoPadding,1,1
3558,3816,false,2,1
3559,3816,HmacSHA512,4,1
3560,3816,[object Object],2,1
3561,3816,AES,11,0
3562,3816,undefined,2,1
3563,3816,sha1,5,1
3564,3816,0,3,1
3565,3816,RSA/ECB/PKCS1Padding,2,0
3566,3816,HmacMD5,2,1
3567,3816,HmacSHA256,6,1
3568,3816,Blowfish/CBC/PKCS5Padding,2,0
3569,3816,HmacSHA1,6,1
3570,3816,true,2,1
3571,3816,SHA-256,4,0
3572,3816,SHA-512,2,1
3573,3816,AES/CBC/PKCS7Padding,1,0
3574,3816,MD5,9,0
3575,3816,md5,2,1
3576,3816,Blowfish,9,0
3577,3816,AES/GCM/NoPadding,2,0
3578,1247,AES/CBC/PKCS5Padding,1,0
3579,1247,AES,1,0
3580,1247,MD5,1,0
3581,2173,RSA,1,1
3582,2173,AES/CBC/PKCS5Padding,1,1
3583,2173,MD5,4,1
3584,2173,AES,1,1
3585,1892,RSA/ECB/PKCS1Padding,1,0
3586,1892,HmacSHA1,3,1
3587,1892,AES/CBC/PKCS5Padding,2,1
3588,1892,MD5,10,0
3589,1892,AES,2,1
3590,2533,RSA,1,0
3591,2533,AES/CBC/PKCS5Padding,1,1
3592,2533,AES,1,1
3593,2533,MD5,4,0
3594,2331,AES/ECB/NoPadding,2,0
3595,2331,AES,2,0
3596,2732,RSA,1,1
3597,2732,{},1,1
3598,2732,AES/CBC/PKCS5Padding,1,1
3599,2732,MD5,6,1
3600,2732,AES,1,1
3601,2930,0,1,1
3602,2930,RSA,1,1
3603,2930,[],1,1
3604,2930,{},1,1
3605,2930,SHA1,1,1
3606,2930,false,1,1
3607,2930,MD5,3,0
3608,1914,AES/CBC/PKCS5Padding,1,1
3609,1914,MD5,4,0
3610,1914,AES,1,1
3611,2957,SHA-1,2,1
3612,2957,MD5,9,0
3613,3574,RSA,2,0
3614,3574,SHA1,2,0
3615,3574,HmacSHA1,2,0
3616,3574,RAW,2,0
3617,3574,MD5,3,0
3618,4040,RSA,5,0
3619,4040,SHA-1,5,0
3620,4040,SHA1,1,1
3621,4040,AES/CTR/NoPadding,1,0
3622,4040,AES/CBC/PKCS5PADDING,1,0
3623,4040,AES,3,0
3624,4040,RSA/ECB/PKCS1PADDING,2,0
3625,4040,SHA256,1,0
3626,4040,RSA/ECB/PKCS1Padding,1,0
3627,4040,DSA,1,1
3628,4040,HmacSHA256,4,1
3629,4040,SHA-256,7,0
3630,4040,AES/CBC/PKCS7Padding,1,0
3631,4040,RSA/ECB/NoPadding,2,0
3632,4040,EC,1,1
3633,4040,MD5,13,0
3634,659,SHA-1,3,0
3635,659,AES/CBC/PKCS5Padding,1,0
3636,659,MD5,5,0
3637,659,AES,5,0
3638,3259,RSA,5,0
3639,3259,AES/CFB/NoPadding,1,0
3640,3259,SHA-1,12,0
3641,3259,SHA1,5,0
3642,3259,PBEWITHSHAAND256BITAES-CBC-BC,1,0
3643,3259,HmacSHA512,2,1
3644,3259,AES,15,0
3645,3259,sha1,5,1
3646,3259,RSA/ECB/PKCS1Padding,1,0
3647,3259,DES,5,0
3648,3259,HmacSHA256,4,1
3649,3259,RSA/NONE/PKCS1Padding,1,0
3650,3259,HmacSHA1,4,1
3651,3259,SHA-256,5,0
3652,3259,DES/CBC/PKCS5Padding,1,0
3653,3259,AES/CBC/PKCS5Padding,5,0
3654,3259,SHA-512,1,1
3655,3259,MD5,31,0
3656,3259,md5,2,1
3657,3259,AES/ECB/PKCS5Padding,1,0
3658,2705,RSA,3,0
3659,2705,{},1,1
3660,2705,SHA1,1,1
3661,2705,SHA-1,4,0
3662,2705,AES/CBC/NoPadding,1,1
3663,2705,false,3,1
3664,2705,[object Object],2,1
3665,2705,undefined,2,1
3666,2705,AES,2,1
3667,2705,0,1,1
3668,2705,true,2,1
3669,2705,SHA-256,1,0
3670,2705,AES/CBC/PKCS5Padding,1,1
3671,2705,MD5,11,0
3672,1203,SHA-1,3,0
3673,1203,AES/CBC/PKCS5Padding,1,0
3674,1203,MD5,5,0
3675,1203,AES,1,0
3676,1707,AES/CBC/PKCS5Padding,1,0
3677,1707,MD5,2,0
3678,1707,AES,1,0
3679,2106,RSA,4,0
3680,2106,{},1,1
3681,2106,SHA-1,2,1
3682,2106,SHA1,1,1
3683,2106,false,1,1
3684,2106,AES,2,0
3685,2106,0,1,1
3686,2106,HmacSHA1,2,1
3687,2106,SHA-256,1,1
3688,2106,AES/CBC/PKCS5Padding,1,1
3689,2106,SHA-512,1,1
3690,2106,AES/CBC/PKCS7Padding,1,0
3691,2106,MD5,8,0
3692,2753,0,1,1
3693,2753,RSA,1,0
3694,2753,[],1,1
3695,2753,{},1,1
3696,2753,SHA-1,1,0
3697,2753,false,1,1
3698,2753,SHA-256,1,0
3699,2753,AES/CBC/PKCS5Padding,1,1
3700,2753,MD5,7,0
3701,2753,AES,2,1
3702,1659,RSA,2,0
3703,1659,SHA1,2,0
3704,1659,SHA-1,3,0
3705,1659,CRC,1,0
3706,1659,AES/CBC/PKCS5Padding,2,1
3707,1659,MD5,13,0
3708,1659,AES,2,1
3709,1659,RSA/ECB/PKCS1PADDING,1,0
3710,1441,Blowfish,1,1
3711,4181,RSA,2,0
3712,4181,SHA-1,3,0
3713,4181,PBEWITHSHAAND256BITAES-CBC-BC,1,0
3714,4181,HmacSHA512,6,1
3715,4181,AES,3,0
3716,4181,sha1,3,1
3717,4181,HmacSHA256,6,1
3718,4181,HmacSHA1,6,1
3719,4181,SHA-256,2,1
3720,4181,SHA-512,3,1
3721,4181,AES/CBC/PKCS5Padding,3,0
3722,4181,MD5,8,0
3723,4181,md5,1,1
3724,2988,0,1,1
3725,2988,RSA,1,0
3726,2988,[],1,1
3727,2988,{},1,1
3728,2988,false,1,1
3729,2988,AES/CBC/PKCS5Padding,1,1
3730,2988,MD5,7,0
3731,2988,AES,2,1
3732,4165,SHA-1,21,0
3733,4165,SHA1,3,0
3734,4165,SHA-384,1,1
3735,4165,AES/CTR/NoPadding,1,0
3736,4165,HMAC,2,0
3737,4165,HmacSHA512,4,1
3738,4165,AES/CBC/PKCS5PADDING,2,0
3739,4165,HmacMD5,2,1
3740,4165,HmacSHA256,6,1
3741,4165,DSA,2,1
3742,4165,Blowfish/CBC/PKCS5Padding,1,0
3743,4165,HmacSHA1,6,1
3744,4165,SHA-224,1,0
3745,4165,AES/CBC/PKCS5Padding,1,1
3746,4165,EC,3,0
3747,4165,AES/CBC/PKCS7Padding,3,0
3748,4165,RSA,3,0
3749,4165,AES,18,0
3750,4165,sha1,5,1
3751,4165,SHA256,1,0
3752,4165,SHA-256,19,0
3753,4165,;,1,0
3754,4165,AES/GCM-SIV/NoPadding,2,0
3755,4165,SHA-512,2,1
3756,4165,MD5,28,0
3757,4165,Blowfish,1,0
3758,4165,AES/GCM/NoPadding,2,0
3759,4165,md5,3,0
3760,734,AES,5,0
3761,2600,RSA,2,0
3762,2600,[],1,1
3763,2600,{},1,1
3764,2600,SHA-1,1,0
3765,2600,SHA1,1,1
3766,2600,SHA-256,1,0
3767,2600,AES/CBC/PKCS5Padding,4,0
3768,2600,MD5,7,0
3769,2600,AES,1,1
3770,1208,SHA1,2,0
3771,1208,AES/CBC/PKCS5Padding,2,0
3772,1208,MD5,8,0
3773,1208,AES,2,0
3774,3880,RSA/ECB/PKCS1Padding,2,0
3775,3880,{},1,1
3776,3880,SHA,1,1
3777,3880,MD5,4,1
3778,2304,0,1,1
3779,2304,RSA,1,1
3780,2304,{},1,1
3781,2304,false,1,1
3782,2304,AES/CBC/PKCS5Padding,1,1
3783,2304,MD5,5,1
3784,2304,AES,1,1
3785,2524,RSA,1,1
3786,2524,SHA1,2,1
3787,2524,SHA-1,4,1
3788,2524,SHA-256,1,1
3789,2524,MD5,4,1
3790,2524,AES/ECB/PKCS7Padding,2,1
3791,1180,SHA1,2,0
3792,1180,HmacSHA1,2,0
3793,1180,AES/CBC/PKCS7Padding,2,0
3794,1180,MD5,2,0
3795,1180,AES,1,0
3796,3766,RSA,1,0
3797,3766,DES,3,0
3798,3766,SHA-256,5,0
3799,3766,MD5,3,0
3800,3766,AES,5,0
3801,3407,RSA,1,0
3802,3407,SHA-1,2,0
3803,3407,AES/CBC/NoPadding,1,0
3804,3407,AES/CBC/PKCS5Padding,2,0
3805,3407,MD5,12,0
3806,3407,AES,3,0
3807,4113,RSA,2,0
3808,4113,SHA-1,9,0
3809,4113,SHA1,1,0
3810,4113,HMAC,1,1
3811,4113,AES/CBC/PKCS5PADDING,2,0
3812,4113,AES,13,0
3813,4113,DSA,1,1
3814,4113,Blowfish/CBC/PKCS5Padding,1,0
3815,4113,SHA-256,8,0
3816,4113,;,1,0
3817,4113,AES/GCM-SIV/NoPadding,1,1
3818,4113,AES/CBC/PKCS5Padding,1,1
3819,4113,EC,1,1
3820,4113,MD5,15,0
3821,4113,Blowfish,1,0
3822,3877,RSA,6,0
3823,3877,AES/CFB/NoPadding,9,0
3824,3877,SHA-1,7,0
3825,3877,SHA1,3,0
3826,3877,RSA/ECB/OAEPWithSHA-256AndMGF1Padding,2,0
3827,3877,HmacSHA512,6,0
3828,3877,SHA,1,0
3829,3877,AES,13,0
3830,3877,RSA/ECB/OAEPWithSHA-1AndMGF1Padding,1,0
3831,3877,RSA/ECB/PKCS1Padding,9,0
3832,3877,HmacSHA256,8,0
3833,3877,DSA,1,1
3834,3877,HmacSHA1,8,0
3835,3877,SHA-256,10,0
3836,3877,SHA-512,2,0
3837,3877,AES/CBC/PKCS7Padding,3,0
3838,3877,EC,1,1
3839,3877,AES/GCM/NoPadding,4,0
3840,3877,MD5,9,0
3841,4008,RSA,3,0
3842,4008,SHA-1,3,0
3843,4008,PBEWITHSHAAND256BITAES-CBC-BC,1,0
3844,4008,HmacSHA512,6,1
3845,4008,AES,3,0
3846,4008,sha1,3,1
3847,4008,HmacSHA256,6,1
3848,4008,HmacSHA1,6,1
3849,4008,SHA-256,2,1
3850,4008,AES/CBC/PKCS5Padding,3,0
3851,4008,SHA-512,3,1
3852,4008,MD5,8,0
3853,4008,md5,1,1
3854,658,MD5,1,0
3855,2015,HmacSHA1,3,1
3856,2015,MD5,2,1
3857,3137,SHA-256,1,1
3858,3137,AES/CBC/PKCS5Padding,1,1
3859,3137,MD5,5,0
3860,3137,AES,2,1
3861,2329,MD5,1,1
3862,2612,SHA-1,1,1
3863,2612,AES/CBC/PKCS5Padding,1,0
3864,2612,MD5,2,0
3865,2612,AES,1,0
3866,2428,RSA,2,0
3867,2428,[],1,1
3868,2428,{},1,1
3869,2428,SHA1,2,1
3870,2428,SHA-1,8,0
3871,2428,AES,1,1
3872,2428,CRC,1,0
3873,2428,HmacSHA1,9,0
3874,2428,SHA-256,1,1
3875,2428,AES/CBC/PKCS5Padding,1,1
3876,2428,MD5,13,0
3877,2428,AES/ECB/PKCS7Padding,2,1
3878,2428,md5,1,1
3879,3061,RSA,1,0
3880,3061,[],1,0
3881,3061,{},1,0
3882,3061,SHA-256,1,0
3883,3061,AES/CBC/PKCS5Padding,1,0
3884,3061,AES,1,0
3885,3061,MD5,6,0
3886,3583,[],1,1
3887,3583,{},1,1
3888,3583,SHA-256,1,0
3889,3583,MD5,3,1
3890,2841,RSA,1,0
3891,2841,AES/CBC/PKCS5Padding,1,1
3892,2841,MD5,4,0
3893,2841,AES,2,1
3894,1634,SHA-1,3,0
3895,1634,CRC,1,0
3896,1634,AES/CBC/PKCS5Padding,2,0
3897,1634,AES,2,0
3898,1634,MD5,4,0
3899,2602,0,1,1
3900,2602,RSA,1,1
3901,2602,[],1,1
3902,2602,{},1,1
3903,2602,SHA1,3,1
3904,2602,false,1,1
3905,2602,MD5,4,0
3906,3405,RSA,1,0
3907,3405,AES/CBC/PKCS5Padding,1,0
3908,3405,MD5,4,0
3909,3405,AES,2,0
3910,3270,HmacSha256,13,1
3911,3270,RSA,2,0
3912,3270,ECDH,10,1
3913,3270,AES/ECB/NOPADDING,2,1
3914,3270,AES/CTR/NoPadding,10,1
3915,3270,HMAC,2,1
3916,3270,RAW,1,0
3917,3270,PBEWITHSHAAND256BITAES-CBC-BC,1,0
3918,3270,HMACSHA256,10,1
3919,3270,AES,6,0
3920,3270,HmacSha1,13,1
3921,3270,AES/CTR/NOPADDING,1,1
3922,3270,HMACSHA512,10,1
3923,3270,HMACSHA1,10,1
3924,3270,EC,11,1
3925,3270,AES/CBC/PKCS5Padding,3,0
3926,3270,MD5,5,0
3927,3270,AES/GCM/NoPadding,10,1
3928,1806,HmacSHA1,3,1
3929,2450,RSA,1,0
3930,2450,SHA-1,1,0
3931,2450,AES/CBC/PKCS5Padding,1,1
3932,2450,MD5,6,0
3933,2450,AES,1,1
3934,1527,HmacMD5,2,0
3935,1527,RSA/ECB/PKCS1Padding,1,0
3936,1527,HmacSHA1,3,1
3937,1527,MD5,8,0
3938,1622,SHA-256,1,0
3939,1555,AES/CBC/PKCS5Padding,1,1
3940,1555,MD5,3,0
3941,1555,AES,1,1
3942,2674,0,1,1
3943,2674,RC4,2,0
3944,2674,[],1,1
3945,2674,{},1,1
3946,2674,false,1,1
3947,2674,AES/CBC/PKCS5Padding,2,0
3948,2674,MD5,5,1
3949,2674,AES,2,1
3950,2615,RSA,3,0
3951,2615,[],1,1
3952,2615,{},1,1
3953,2615,SHA-1,4,0
3954,2615,SHA1,1,1
3955,2615,AES/CBC/NoPadding,1,1
3956,2615,false,2,1
3957,2615,[object Object],2,1
3958,2615,undefined,2,1
3959,2615,AES,2,1
3960,2615,RSA/ECB/PKCS1Padding,1,0
3961,2615,CRC,1,0
3962,2615,true,2,1
3963,2615,SHA-256,1,1
3964,2615,AES/CBC/PKCS5Padding,1,1
3965,2615,MD5,11,0
3966,3108,RSA,1,0
3967,3108,SHA-1,1,0
3968,3108,RAW,1,0
3969,3108,PBEWITHSHAAND256BITAES-CBC-BC,1,0
3970,3108,AES/CBC/PKCS5Padding,2,0
3971,3108,MD5,2,0
3972,3108,AES,1,0
3973,1354,SHA-1,1,0
3974,2214,PBEWithMD5AndDES,4,0
3975,2214,SHA1,3,0
3976,2214,SHA-384,3,0
3977,2214,HMACSHA384,3,0
3978,2214,HMACSHA256,3,0
3979,2214,HMACMD5,3,0
3980,2214,AES,1,1
3981,2214,HMACSHA512,3,0
3982,2214,SHA-256,3,0
3983,2214,HMACSHA1,3,0
3984,2214,AES/CBC/PKCS5Padding,1,1
3985,2214,SHA-512,3,0
3986,2214,Blowfish,8,0
3987,2214,MD5,6,0
3988,1539,MD5,3,0
3989,3616,ECDH,6,1
3990,3616,SHA-1,25,0
3991,3616,SHA1,5,0
3992,3616,AES/CTR/NoPadding,6,1
3993,3616,HMAC,1,1
3994,3616,HMACSHA256,6,1
3995,3616,HmacSHA512,2,1
3996,3616,SHA,1,0
3997,3616,HmacSha1,9,1
3998,3616,AES/CTR/NOPADDING,1,1
3999,3616,HmacSHA256,6,0
4000,3616,HMACSHA512,6,1
4001,3616,AES/ECB/NoPadding,6,1
4002,3616,HmacSHA1,4,1
4003,3616,HMACSHA1,6,1
4004,3616,EC,7,1
4005,3616,AES/CBC/PKCS5Padding,3,0
4006,3616,AES/CBC/PKCS7Padding,2,0
4007,3616,AES/ECB/PKCS5Padding,2,0
4008,3616,HmacSha256,9,1
4009,3616,RSA,2,0
4010,3616,[],1,1
4011,3616,{},1,1
4012,3616,AES/ECB/NOPADDING,2,1
4013,3616,false,1,1
4014,3616,AES,13,0
4015,3616,sha1,5,1
4016,3616,0,1,1
4017,3616,SHA256,1,0
4018,3616,CRC,1,0
4019,3616,SHA-256,20,0
4020,3616,SHA-512,7,1
4021,3616,AES/GCM/NoPadding,6,1
4022,3616,HmacSha512,9,1
4023,3616,MD5,26,0
4024,3616,md5,2,1
4025,3616,Blowfish,1,0
4026,1352,AES/CBC/PKCS5Padding,1,0
4027,1352,MD5,2,0
4028,1352,AES,1,0
4029,894,0,1,1
4030,894,RSA,2,0
4031,894,{},1,1
4032,894,SHA1,1,1
4033,894,false,1,1
4034,894,AES/CBC/PKCS5Padding,1,1
4035,894,MD5,6,0
4036,894,AES,1,1
4037,2575,0,1,1
4038,2575,RSA,1,0
4039,2575,[],1,1
4040,2575,{},1,1
4041,2575,SHA-1,3,0
4042,2575,CRC,1,0
4043,2575,false,1,1
4044,2575,AES/CBC/PKCS5Padding,1,1
4045,2575,MD5,10,0
4046,2575,md5,1,1
4047,2575,AES,1,1
4048,2236,{},1,0
4049,2236,SHA-1,3,0
4050,2236,CRC,1,0
4051,2236,AES/CBC/PKCS5Padding,1,1
4052,2236,MD5,6,0
4053,2236,AES,1,1
4054,2908,RSA,1,0
4055,2908,AES/CBC/PKCS5Padding,1,1
4056,2908,AES,2,1
4057,2908,MD5,5,0
4058,3840,RSA,1,0
4059,3840,SHA-1,2,0
4060,3840,SHA1,1,0
4061,3840,SHA-256,1,0
4062,2484,RSA,4,0
4063,2484,{},1,1
4064,2484,SHA-1,9,0
4065,2484,SHA1,2,1
4066,2484,RSA/ECB/nopadding,2,0
4067,2484,AES/CBC/PKCS5PADDING,3,0
4068,2484,SHA,2,0
4069,2484,AES,10,0
4070,2484,AES/ECB/PKCS5PADDING,5,0
4071,2484,HmacMD5,2,0
