id,jobId,algorithm,count,libraryPercentage
23573,3483,HMACSHA256,2,1
23574,3483,AES,5,1
23575,3483,HmacSha1,5,1
23576,3483,AES/CTR/NOPADDING,1,1
23577,3483,HMACSHA512,2,1
23578,3483,SHA-256,1,0
23579,3483,HMACSHA1,2,1
23580,3483,EC,3,1
23581,3483,AES/CBC/PKCS5Padding,1,1
23582,3483,AES/GCM/NoPadding,2,1
23583,3483,HmacSha512,5,1
23584,3483,MD5,4,1
23585,2012,AES/CBC/PKCS5Padding,1,1
23586,2012,MD5,3,0
23587,2012,AES,1,1
23588,1508,SHA-1,2,0
23589,1508,AES/CBC/PKCS5Padding,1,1
23590,1508,MD5,4,0
23591,1508,AES,1,1
23592,3798,ECDH,6,1
23593,3798,{},1,1
23594,3798,SHA-1,4,0
23595,3798,SHA1,2,0
23596,3798,AES/ECB/NOPADDING,2,1
23597,3798,AES/CTR/NoPadding,6,1
23598,3798,HMAC,1,1
23599,3798,AES,6,1
23600,3798,AES/CTR/NOPADDING,1,1
23601,3798,CRC,1,0
23602,3798,AES/ECB/NoPadding,6,1
23603,3798,SHA-256,1,0
23604,3798,EC,6,1
23605,3798,AES/CBC/PKCS5Padding,1,1
23606,3798,AES/GCM/NoPadding,6,1
23607,3798,MD5,7,0
23608,917,MD5,1,0
23609,2091,AES/CBC/PKCS5Padding,1,0
23610,2091,AES,1,0
23611,2091,MD5,1,0
23612,2794,RSA,1,0
23613,2794,AES/CBC/PKCS5Padding,1,1
23614,2794,MD5,5,0
23615,2794,AES,2,1
23616,2876,0,1,1
23617,2876,RSA,3,0
23618,2876,[],1,1
23619,2876,{},1,1
23620,2876,SHA-1,1,0
23621,2876,SHA1,1,1
23622,2876,false,1,1
23623,2876,AES/CBC/PKCS5Padding,1,1
23624,2876,MD5,6,0
23625,2876,AES,1,1
23626,3828,RSA,2,0
23627,3828,SHA-1,20,0
23628,3828,SHA1,1,0
23629,3828,HMAC,1,1
23630,3828,RSA/ECB/nopadding,1,0
23631,3828,HmacSHA512,8,0
23632,3828,SHA,1,0
23633,3828,AES,10,0
23634,3828,sha1,5,1
23635,3828,HmacSHA256,12,0
23636,3828,Blowfish/CBC/PKCS5Padding,1,0
23637,3828,HmacSHA1,14,0
23638,3828,SHA-256,16,0
23639,3828,SHA-512,4,0
23640,3828,AES/CBC/PKCS5Padding,1,1
23641,3828,AES/CBC/PKCS7Padding,4,0
23642,3828,MD5,29,0
23643,3828,md5,2,1
23644,3828,Blowfish,1,0
23645,4074,SHA1,6,0
23646,4074,SHA-1,23,0
23647,4074,HMAC,1,1
23648,4074,RSA/ECB/nopadding,1,0
23889,3814,SHA-1,13,0
23649,4074,AES/CBC/PKCS5PADDING,2,0
23650,4074,HmacSHA512,2,1
23651,4074,HmacSha1,3,1
23652,4074,HmacSHA256,14,0
23653,4074,DSA,1,1
23654,4074,Blowfish/CBC/PKCS5Padding,1,0
23655,4074,PBKDF2WithHmacSHA1,1,0
23656,4074,HmacSHA1,6,0
23657,4074,AES/CBC/PKCS7Padding,5,0
23658,4074,AES/CBC/PKCS5Padding,13,0
23659,4074,EC,1,1
23660,4074,AES/ECB/PKCS5Padding,1,0
23661,4074,HmacSha256,3,1
23662,4074,RSA,3,0
23663,4074,AES,14,0
23664,4074,sha1,5,1
23665,4074,SHA-256,21,0
23666,4074,;,1,0
23667,4074,SHA-512,1,1
23668,4074,Blowfish,1,0
23669,4074,MD5,29,0
23670,4074,HmacSha512,3,1
23671,4074,md5,2,1
23672,2425,0,1,1
23673,2425,RSA,4,0
23674,2425,[],1,1
23675,2425,{},1,1
23676,2425,SHA1,1,1
23677,2425,SHA-1,1,0
23678,2425,HmacSHA1,3,1
23679,2425,false,1,1
23680,2425,PBEWITHSHAAND256BITAES-CBC-BC,1,0
23681,2425,AES/CBC/PKCS5Padding,3,0
23682,2425,MD5,7,0
23683,2425,AES,3,0
23684,990,MD5,3,0
23685,990,AES,5,0
23686,4146,RSA,2,1
23687,4146,SHA-1,6,0
23688,4146,SHA1,1,0
23689,4146,HMAC,1,1
23690,4146,AES/CBC/PKCS5PADDING,2,0
23691,4146,AES,7,0
23692,4146,SHA256,1,0
23693,4146,DSA,2,1
23694,4146,Blowfish/CBC/PKCS5Padding,1,0
23695,4146,SHA-256,7,0
23696,4146,;,1,0
23697,4146,AES/CBC/PKCS5Padding,1,1
23698,4146,EC,2,1
23699,4146,MD5,12,0
23700,4146,Blowfish,1,0
23701,644,MD5,2,0
23702,1712,AES/CBC/PKCS5Padding,1,1
23703,1712,MD5,3,0
23704,1712,AES,1,1
23705,2087,SHA-1,2,0
23706,2087,AES/CBC/PKCS5Padding,2,0
23707,2087,MD5,4,0
23708,2087,AES,6,0
23709,3556,SHA1,1,0
23710,1502,PBEWithMD5AndDES,4,0
23711,1502,MD5,2,0
23712,1848,RC4,2,0
23713,1848,SHA-1,2,1
23714,1848,DES,1,0
23715,1848,HmacSHA1,3,1
23716,1848,SHA-256,1,0
23717,1848,DES/ECB/NoPadding,4,0
23718,1848,HMACSHA1,2,0
23719,1848,MD5,4,0
23720,2177,SHA256,1,0
23721,2177,RSA,1,0
23722,2177,{},1,1
23723,2177,SHA1,1,1
23724,2177,SHA-1,3,0
23725,2177,HmacSHA1,3,1
23726,2177,AES/CBC/PKCS5Padding,2,0
23727,2177,RSA/ECB/NoPadding,1,0
23728,2177,MD5,11,0
23729,2177,Blowfish,1,1
23730,2177,AES,2,0
23731,1329,AES,5,0
23732,1181,SHA,1,1
23733,1181,MD5,2,0
23734,1181,AES,5,0
23735,3286,RSA,1,0
23736,3286,SHA1,1,0
23737,3286,SHA-1,5,0
23738,3286,CRC,1,0
23739,3286,HmacSHA1,2,0
23740,3286,SHA-256,1,0
23741,3286,AES/CBC/PKCS5Padding,1,0
23742,3286,AES/CBC/PKCS7Padding,2,0
23743,3286,MD5,12,0
23744,3286,AES,3,0
23745,1021,MD5,1,0
23746,3527,ECDH,6,1
23747,3527,SHA-1,9,0
23748,3527,SHA1,3,0
23749,3527,SHA-384,1,0
23750,3527,AES/CTR/NoPadding,6,1
23751,3527,HMAC,1,1
23752,3527,DESede,2,0
23753,3527,RAW,2,0
23754,3527,HMACSHA256,6,1
23755,3527,AES/CTR/NOPADDING,1,1
23756,3527,HMACSHA512,6,1
23757,3527,AES/ECB/NoPadding,6,1
23758,3527,PBKDF2WithHmacSHA1,3,0
23759,3527,HmacSHA1,2,0
23760,3527,SHA-224,1,0
23761,3527,HMACSHA1,6,1
23762,3527,EC,7,1
23763,3527,AES/CBC/PKCS5Padding,3,0
23764,3527,AES/CBC/PKCS7Padding,1,0
23765,3527,HmacSha256,9,1
23766,3527,RSA,2,0
23767,3527,AES/ECB/NOPADDING,2,1
23768,3527,AES,13,0
23769,3527,DESede/ECB/PKCS5Padding,2,0
23770,3527,SHA-256,10,0
23771,3527,SHA-512,7,0
23772,3527,AES/GCM/NoPadding,6,1
23773,3527,HmacSha512,9,1
23774,3527,MD5,7,0
23775,3527,md5,1,0
23776,3257,RSA,1,0
23777,3257,AES/CBC/PKCS5Padding,1,1
23778,3257,MD5,4,0
23779,3257,AES,2,1
23780,783,SHA-1,3,0
23781,2667,SHA-1,3,0
23782,2667,MD5,4,1
23783,2001,AES/CBC/PKCS5Padding,1,1
23784,2001,MD5,3,1
23785,2001,AES,3,0
23786,907,AES/CBC/PKCS5Padding,1,0
23787,907,MD5,1,0
23788,907,AES,1,0
23789,1252,SHA-1,1,0
23790,1252,HmacSHA1,3,1
23791,1252,SHA,2,0
23792,1252,AES/CBC/PKCS5Padding,2,0
23793,1252,MD5,4,0
23794,1252,AES,2,0
23795,2298,MD5,2,0
23796,3328,N/A,1,1
23797,3328,SHA1,5,1
23798,3328,SHA-1,2,0
23799,3328,SHA-384,1,1
23800,3328,DESede,1,1
23801,3328,DSA,3,1
23802,3328,Blowfish/CBC/PKCS5Padding,1,1
23803,3328,IDEA,2,1
23804,3328,Twofish/CBC/NoPadding,1,1
23805,3328,HmacSHA1,7,0
23806,3328,CAST5,1,1
23807,3328,CAST6,1,1
23808,3328,XTEA/CBC/NoPadding,1,1
23809,3328,AES/CBC/PKCS5Padding,1,1
23810,3328,rc2,1,1
23811,3328,RC2,1,1
23812,3328,RSA,5,0
23813,3328,{},1,0
23814,3328,Blowfish/CBC/NoPadding,1,1
23815,3328,RC4,1,1
23816,3328,UNKNOWN/UNKNOWN/NoPadding,1,1
23817,3328,XTEA/CBC/PKCS5Padding,1,1
23818,3328,Twofish,3,1
23819,3328,AES,2,1
23820,3328,XTEA,3,1
23821,3328,DES,1,1
23822,3328,CAMELLIA,1,1
23823,3328,SHA-256,2,1
23824,3328,MD2,4,1
23825,3328,UNKNOWN,2,1
23826,3328,SHA-512,1,1
23827,3328,MD5,16,0
23828,3328,Blowfish,3,1
23829,3103,HmacSha256,5,1
23830,3103,RSA,1,1
23831,3103,ECDH,2,1
23832,3103,SHA-1,1,1
23833,3103,AES/ECB/NOPADDING,2,1
23834,3103,AES/CTR/NoPadding,2,1
23835,3103,HMAC,2,1
23836,3103,HMACSHA256,2,1
23837,3103,AES,5,1
23838,3103,HmacSha1,5,1
23839,3103,AES/CTR/NOPADDING,1,1
23840,3103,HMACSHA512,2,1
23841,3103,HmacSHA1,2,1
23842,3103,SHA-256,1,1
23843,3103,HMACSHA1,2,1
23844,3103,EC,3,1
23845,3103,SHA-512,1,1
23846,3103,AES/CBC/PKCS5Padding,1,1
23847,3103,AES/GCM/NoPadding,2,1
23848,3103,HmacSha512,5,1
23849,3103,MD5,6,1
23850,4185,RSA,1,1
23851,4185,SHA-1,13,0
23852,4185,SHA1,2,0
23853,4185,AES/CTR/NoPadding,1,0
23854,4185,HMAC,1,1
23855,4185,AES/CBC/PKCS5PADDING,2,0
23856,4185,SHA,1,0
23857,4185,AES,10,0
23858,4185,sha1,2,1
23859,4185,HmacSha1,3,1
23860,4185,SHA256,1,1
23861,4185,HmacSHA256,2,0
23862,4185,DSA,1,1
23863,4185,Blowfish/CBC/PKCS5Padding,1,0
23864,4185,SHA-256,14,0
23865,4185,;,1,0
23866,4185,AES/GCM-SIV/NoPadding,1,1
23867,4185,AES/CBC/PKCS5Padding,1,1
23868,4185,AES/CBC/PKCS7Padding,1,0
23869,4185,EC,1,1
23870,4185,MD5,17,0
23871,4185,Blowfish,1,0
23872,3128,PBEWithMD5AndDES,1,0
23873,3128,RSA,2,0
23874,3128,[],1,1
23875,3128,{},1,1
23876,3128,SHA1,1,1
23877,3128,AES/CBC/PKCS5Padding,2,0
23878,3128,MD5,7,0
23879,3128,AES,2,0
23880,3188,0,2,0
23881,3188,RSA,1,1
23882,3188,[],1,1
23883,3188,{},1,1
23884,3188,false,2,0
23885,3188,AES/CBC/PKCS5Padding,1,1
23886,3188,MD5,6,0
23887,3188,AES,1,1
23888,3814,ECDH,6,1
23890,3814,SHA1,2,0
23891,3814,HMAC_SHA_384,2,1
23892,3814,SHA-384,2,1
23893,3814,AES/CTR/NoPadding,7,0
23894,3814,HMAC,1,1
23895,3814,HmacSHA512,4,1
23896,3814,AES/CTR/NOPADDING,1,1
23897,3814,HmacMD5,2,1
23898,3814,RSA/ECB/PKCS1Padding,2,0
23899,3814,HmacSHA256,6,1
23900,3814,AES/ECB/NoPadding,6,1
23901,3814,HmacSHA1,6,1
23902,3814,RSA/NONE/OAEPWithSHA1AndMGF1Padding,1,0
23903,3814,HMAC_SHA_1,2,1
23904,3814,EC,6,1
23905,3814,AES/CBC/PKCS7Padding,2,0
23906,3814,AES/CBC/PKCS5Padding,3,0
23907,3814,RSA,2,0
23908,3814,{},1,1
23909,3814,AES/ECB/NOPADDING,2,1
23910,3814,HMAC_SHA_256,2,1
23911,3814,HMAC_SHA_512,2,1
23912,3814,AES,13,0
23913,3814,sha1,5,1
23914,3814,0,1,1
23915,3814,SHA-256,9,0
23916,3814,MD2,1,1
23917,3814,HMAC_MD5,2,1
23918,3814,SHA-512,4,0
23919,3814,MD5,17,0
23920,3814,AES/GCM/NoPadding,6,1
23921,3814,md5,2,1
23922,3379,RSA,2,0
23923,3379,SHA-1,5,0
23924,3379,SHA1,4,0
23925,3379,SHA-384,1,0
23926,3379,RAW,2,0
23927,3379,DESede,2,0
23928,3379,AES,7,0
23929,3379,DESede/ECB/PKCS5Padding,2,0
23930,3379,PBKDF2WithHmacSHA1,3,0
23931,3379,HmacSHA1,2,0
23932,3379,SHA-224,1,0
23933,3379,SHA-256,3,0
23934,3379,AES/CBC/PKCS7Padding,1,0
23935,3379,AES/CBC/PKCS5Padding,2,0
23936,3379,SHA-512,1,0
23937,3379,MD5,5,0
23938,3379,md5,1,0
23939,4108,RSA,2,1
23940,4108,SHA1,1,0
23941,4108,SHA-1,6,0
23942,4108,HMAC,1,1
23943,4108,AES/CBC/PKCS5PADDING,2,0
23944,4108,AES,7,0
23945,4108,SHA256,1,0
23946,4108,DSA,2,1
23947,4108,Blowfish/CBC/PKCS5Padding,1,0
23948,4108,SHA-256,7,0
23949,4108,;,1,0
23950,4108,EC,2,1
23951,4108,AES/CBC/PKCS5Padding,1,1
23952,4108,MD5,11,0
23953,4108,Blowfish,1,0
23954,2914,0,1,1
23955,2914,RSA,1,0
23956,2914,[],1,1
23957,2914,{},1,1
23958,2914,SHA-1,2,0
23959,2914,false,1,1
23960,2914,AES/CBC/PKCS5Padding,1,1
23961,2914,MD5,9,0
23962,2914,AES,2,1
23963,1773,AES/CBC/PKCS5Padding,1,1
23964,1773,AES,1,1
23965,1773,MD5,3,0
23966,4111,ECDH,2,1
23967,4111,SHA-1,17,0
23968,4111,SHA1,3,0
23969,4111,DH,2,0
23970,4111,SHA256withRSAandMGF1,8,1
23971,4111,HmacSHA512,22,0
23972,4111,AES/CTR/NOPADDING,2,0
23973,4111,SHA384withRSAandMGF1,8,1
23974,4111,DSA,3,0
23975,4111,AES/ECB/NoPadding,2,1
23976,4111,PBKDF2WithHmacSHA1,1,0
23977,4111,DSTU4145,2,0
23978,4111,AES/CBC/PKCS7Padding,5,0
23979,4111,AES/CBC/PKCS5Padding,3,0
23980,4111,EC,6,0
23981,4111,RSA,7,0
23982,4111,McEliece-CCA2,2,0
23983,4111,ECGOST3410,2,0
23984,4111,SHA384withECDSA,8,1
23985,4111,AES,32,0
23986,4111,sha1,3,0
23987,4111,IES,2,0
23988,4111,SHA256withRSA,8,1
23989,4111,SHA-256,13,0
23990,4111,NH,2,0
23991,4111,XMSS,2,0
23992,4111,ECMQV,2,0
23993,4111,SHA512withRSA,8,1
23994,4111,AES/CTR/NoPadding,8,0
23995,4111,HMAC,1,1
23996,4111,ECGOST3410-2012,2,0
23997,4111,SHA384withRSA,8,1
23998,4111,PKCS12,2,0
23999,4111,SPHINCS-256,2,0
24000,4111,GOST3410,2,0
24001,4111,RSA/ECB/PKCS1Padding,5,0
24002,4111,HmacSHA256,26,0
24003,4111,Rainbow,2,0
24004,4111,HmacSHA1,20,0
24005,4111,ElGamal,2,0
24006,4111,SHA512withRSAandMGF1,8,1
24007,4111,McEliece,2,0
24008,4111,AES/ECB/NOPADDING,2,1
24009,4111,GMSS,2,0
24010,4111,SHA256,1,0
24011,4111,XMSSMT,2,0
24012,4111,SHA512withECDSA,8,1
24013,4111,SHA256withECDSA,8,1
24014,4111,HmacSHA384,8,1
24015,4111,SHA-512,7,0
24016,4111,PBKDF1,2,0
24017,4111,MD5,21,0
24018,4111,md5,1,1
24019,4111,AES/GCM/NoPadding,2,1
24020,4111,PBKDF2,2,0
24021,1353,AES/CBC/PKCS5Padding,1,0
24022,1353,MD5,3,0
24023,1353,AES,1,0
24024,2323,RSA,1,1
24025,2323,[],1,1
24026,2323,{},1,1
24027,2323,AES/CBC/PKCS5Padding,1,1
24028,2323,MD5,7,0
24029,2323,AES,1,1
24030,2406,SHA-1,2,1
24031,2406,SHA1,1,1
24032,2406,MD5,1,1
24033,3457,HmacSha256,3,1
24034,3457,RSA,1,1
24035,3457,SHA-1,7,0
24036,3457,SHA1,2,1
24037,3457,AES/ECB/NOPADDING,2,1
24038,3457,AES/CTR/NoPadding,2,1
24039,3457,HMAC,2,1
24040,3457,HMACSHA256,2,1
24041,3457,SHA,1,0
24042,3457,AES,6,0
24043,3457,AES/CTR/NOPADDING,1,1
24044,3457,HmacSha1,3,1
24045,3457,HMACSHA512,2,1
24046,3457,SHA-256,4,0
24047,3457,HMACSHA1,2,1
24048,3457,EC,3,1
24049,3457,AES/CBC/PKCS5Padding,1,1
24050,3457,AES/CBC/PKCS7Padding,2,0
24051,3457,AES/GCM/NoPadding,2,1
24052,3457,MD5,11,0
24053,3457,HmacSha512,3,1
24054,3887,HmacSha256,3,1
24055,3887,ECDH,4,1
24056,3887,SHA1,1,0
24057,3887,SHA-1,4,0
24058,3887,AES/ECB/NOPADDING,2,1
24059,3887,AES/CTR/NoPadding,4,1
24060,3887,HMAC,1,1
24061,3887,AES,5,1
24062,3887,AES/CTR/NOPADDING,1,1
24063,3887,HmacSha1,3,1
24064,3887,SHA-256,2,0
24065,3887,EC,4,1
24066,3887,AES/CBC/PKCS5Padding,1,1
24067,3887,MD5,5,0
24068,3887,AES/GCM/NoPadding,4,1
24069,3887,HmacSha512,3,1
24070,3042,RSA,1,0
24071,3042,SHA-1,1,1
24072,3042,AES/ECB/NOPADDING,2,1
24073,3042,AES/CTR/NoPadding,2,1
24074,3042,HMAC,2,1
24075,3042,AES,7,0
24076,3042,AES/CTR/NOPADDING,1,1
24077,3042,RSA/ECB/PKCS1Padding,1,0
24078,3042,EC,3,1
24079,3042,AES/CBC/PKCS5Padding,2,0
24080,3042,MD5,6,0
24081,3042,AES/ECB/PKCS5Padding,1,0
24082,3042,AES/GCM/NoPadding,2,1
24083,2024,RSA,1,1
24084,2024,AES/CBC/PKCS5Padding,1,1
24085,2024,MD5,3,1
24086,2024,AES,1,1
24087,2543,RSA,1,1
24088,2543,SHA1,2,1
24089,2543,SHA-1,4,1
24090,2543,HmacSHA1,2,0
24091,2543,MD5,4,1
24092,2543,AES/ECB/PKCS7Padding,2,1
24093,3689,0,1,1
24094,3689,RSA,2,0
24095,3689,{},1,1
24096,3689,false,1,1
24097,3689,AES/CBC/PKCS5Padding,1,1
24098,3689,AES,1,1
24099,3689,MD5,8,0
24100,1994,0,1,1
24101,1994,RSA,1,1
24102,1994,[],1,1
24103,1994,{},1,1
24104,1994,SHA-1,2,1
24105,1994,false,1,1
24106,1994,AES/CBC/PKCS5Padding,1,1
24107,1994,MD5,8,1
24108,1994,AES,1,1
24109,2332,RSA,5,0
24110,2332,RSA/ECB/PKCS1Padding,3,0
24111,2332,AES/CBC/PKCS5Padding,4,0
24112,2332,AES,8,0
24113,2332,MD5,4,0
24114,3438,0,1,1
24115,3438,RSA,3,0
24116,3438,[],1,1
24117,3438,{},1,1
24118,3438,RSA/ECB/PKCS1Padding,2,0
24119,3438,SHA-1,1,0
24120,3438,false,1,1
24121,3438,AES/CBC/PKCS5Padding,1,1
24122,3438,MD5,13,0
24123,3438,AES,3,0
24124,3438,AES/ECB/PKCS7Padding,2,0
24125,3843,HmacSha256,9,1
24126,3843,ECDH,6,1
24127,3843,AES/ECB/NOPADDING,2,1
24128,3843,AES/CTR/NoPadding,6,1
24129,3843,HMAC,2,1
24130,3843,HMACSHA256,6,1
24131,3843,PBEWithSHA256And256BitAES-CBC-BC,1,0
24132,3843,AES,7,0
24133,3843,HmacSha1,9,1
24134,3843,AES/CTR/NOPADDING,1,1
24135,3843,HMACSHA512,6,1
24136,3843,DES,3,0
24137,3843,CRC,1,0
24138,3843,HMACSHA1,6,1
24139,3843,EC,7,1
24140,3843,AES/CBC/PKCS5Padding,1,1
24141,3843,HmacSha512,9,1
24142,3843,AES/GCM/NoPadding,6,1
24143,3843,MD5,4,1
24144,2317,0,1,1
24145,2317,RSA,3,0
24146,2317,[],1,1
24147,2317,{},1,1
24148,2317,SHA-1,1,1
24149,2317,SHA1,1,0
24150,2317,false,1,1
24151,2317,PBEWITHSHAAND256BITAES-CBC-BC,1,0
24152,2317,AES/CBC/PKCS5Padding,3,0
24153,2317,MD5,7,0
24154,2317,AES,2,0
24155,2256,0,1,1
24156,2256,RSA,2,0
24157,2256,{},1,1
24158,2256,SHA1,1,1
24159,2256,false,1,1
24160,2256,AES/CBC/PKCS5Padding,1,1
24161,2256,AES,1,1
24162,2256,MD5,6,0
24163,3253,RSA,7,0
24164,3253,AES/CFB/NoPadding,1,0
24165,3253,SHA-1,10,0
24166,3253,SHA1,5,0
24167,3253,AES/CBC/NoPadding,4,0
24168,3253,PBEWITHSHAAND256BITAES-CBC-BC,1,0
24169,3253,AES,16,0
24170,3253,RSA/ECB/PKCS1Padding,2,0
24171,3253,DES,7,0
24172,3253,RSA/NONE/PKCS1Padding,1,0
24173,3253,SHA-256,3,0
24174,3253,AES/CBC/PKCS5Padding,5,0
24175,3253,DES/CBC/PKCS5Padding,1,0
24176,3253,MD5,36,0
24177,3253,AES/ECB/PKCS5Padding,1,0
24178,3649,SHA-1,2,1
24179,3649,SHA1,1,0
24180,3649,Blowfish/CBC/PKCS5Padding,1,0
24181,3649,HMAC,1,1
24182,3649,SHA-256,1,1
24183,3649,AES/CBC/PKCS5Padding,1,1
24184,3649,MD5,8,0
24185,3649,Blowfish,1,0
24186,3649,AES,6,1
24187,4169,RSA,2,0
24188,4169,SHA-1,7,0
24189,4169,SHA1,5,0
24190,4169,RAW,1,0
24191,4169,PBEWITHSHAAND256BITAES-CBC-BC,1,0
24192,4169,HmacSHA512,1,0
24193,4169,AES,15,0
24194,4169,RSA/ECB/PKCS1PADDING,2,0
24195,4169,SHA256,1,0
24196,4169,HmacSHA256,10,0
24197,4169,PBKDF2WithHmacSHA1,1,0
24198,4169,HmacSHA1,1,0
24199,4169,SHA-256,19,0
24200,4169,RSA/ECB/OAEPPADDING,1,0
24201,4169,AES/CBC/PKCS7Padding,3,0
24202,4169,EC,1,0
24203,4169,AES/CBC/PKCS5Padding,6,0
24204,4169,SHA-512,1,0
24205,4169,MD5,8,0
24206,3143,HmacSha256,13,1
24207,3143,ECDH,10,1
24208,3143,AES/ECB/NOPADDING,2,1
24209,3143,AES/CTR/NoPadding,10,1
24210,3143,HMAC,2,1
24211,3143,HMACSHA256,10,1
24212,3143,AES,5,1
24213,3143,HmacSha1,13,1
24214,3143,AES/CTR/NOPADDING,1,1
24215,3143,HMACSHA512,10,1
24216,3143,SHA-256,1,0
24217,3143,HMACSHA1,10,1
24218,3143,EC,12,1
24219,3143,AES/CBC/PKCS5Padding,1,1
24220,3143,MD5,5,0
24221,3143,AES/GCM/NoPadding,10,1
24222,3143,HmacSha512,13,1
24223,4086,RSA,1,1
24224,4086,SHA-1,14,0
24225,4086,SHA1,3,0
24226,4086,HMAC,1,1
24227,4086,AES/CBC/PKCS5PADDING,2,0
24228,4086,SHA,1,0
24229,4086,AES,8,0
24230,4086,DSA,1,1
24231,4086,Blowfish/CBC/PKCS5Padding,1,0
24232,4086,SHA-256,11,0
24233,4086,;,1,0
24234,4086,AES/CBC/PKCS5Padding,1,1
24235,4086,AES/CBC/PKCS7Padding,2,0
24236,4086,EC,1,1
24237,4086,MD5,16,0
24238,4086,Blowfish,1,0
24239,1803,0,1,0
24240,1803,{},1,0
24241,1803,HmacSHA1,2,1
24242,1803,false,1,0
24243,1803,MD5,2,0
24244,1015,SHA-1,1,0
24245,1015,HmacSHA1,4,0
24246,1015,SHA-256,1,0
24247,1015,AES/CBC/PKCS7Padding,1,0
24248,1015,AES,6,0
24249,1015,MD5,1,0
24250,2379,RSA,1,0
24251,2379,[],1,1
24252,2379,{},1,1
24253,2379,SHA1,1,0
24254,2379,SHA-384,1,0
24255,2379,false,1,1
24256,2379,AES,1,1
24257,2379,0,1,1
24258,2379,SHA-224,1,0
24259,2379,SHA-256,1,0
24260,2379,MD2,1,0
24261,2379,AES/CBC/PKCS5Padding,1,1
24262,2379,SHA-512,1,0
24263,2379,MD5,9,0
24264,2379,Blowfish,1,1
24265,3609,HmacSha256,3,1
24266,3609,ECDH,2,1
24267,3609,SHA-1,17,0
24268,3609,SHA-384,2,1
24269,3609,AES/ECB/NOPADDING,2,1
24270,3609,HMAC,1,1
24271,3609,AES/CTR/NoPadding,2,1
24272,3609,SHA,3,0
24273,3609,AES,7,0
24274,3609,HmacSha1,3,1
24275,3609,AES/CTR/NOPADDING,1,1
24276,3609,HmacSHA256,4,0
24277,3609,AES/ECB/NoPadding,2,1
24278,3609,SHA-256,12,0
24279,3609,EC,2,1
24280,3609,SHA-512,2,1
24281,3609,AES/CBC/PKCS5Padding,1,1
24282,3609,AES/CBC/PKCS7Padding,2,0
24283,3609,Blowfish,1,0
24284,3609,MD5,22,0
24285,3609,HmacSha512,3,1
24286,3609,AES/GCM/NoPadding,2,1
24287,1810,RSA,1,0
24288,1991,0,1,1
24289,1991,RSA,1,1
24290,1991,{},1,1
24291,1991,SHA-1,1,0
24292,1991,false,1,1
24293,1991,AES/CBC/PKCS5Padding,1,1
24294,1991,MD5,5,1
24295,1991,AES,1,1
24296,2240,RSA/ECB/PKCS1Padding,1,0
24297,2240,SHA-1,2,1
24298,2240,HmacSHA1,5,1
24299,2240,SHA,1,0
24300,2240,AES/CBC/PKCS5Padding,1,1
24301,2240,MD5,6,0
24302,2240,AES,1,1
24303,3564,HmacSha256,5,1
24304,3564,ECDH,2,1
24305,3564,SHA-1,1,0
24306,3564,AES/ECB/NOPADDING,2,1
24307,3564,AES/CTR/NoPadding,2,1
24308,3564,HMAC,2,1
24309,3564,HMACSHA256,2,1
24310,3564,SHA,1,0
24311,3564,AES,9,0
24312,3564,HmacSha1,5,1
24313,3564,AES/CTR/NOPADDING,1,1
24314,3564,HMACSHA512,2,1
24315,3564,SHA-256,1,0
24316,3564,HMACSHA1,2,1
24317,3564,EC,3,1
24318,3564,AES/CBC/PKCS7Padding,1,0
24319,3564,AES/CBC/PKCS5Padding,4,0
24320,3564,AES/GCM/NoPadding,2,1
24321,3564,HmacSha512,5,1
24322,3564,MD5,6,0
24323,3943,SHA-1,6,0
24324,3943,SHA1,2,0
24325,3943,HmacSHA256,4,0
24326,3943,PBKDF2WithHmacSHA1,1,0
24327,3943,HmacSHA1,4,0
24328,3943,SHA-256,9,0
24329,3943,AES/CBC/PKCS5Padding,2,0
24330,3943,MD5,9,0
24331,3943,AES,1,0
24332,2507,RSA,1,0
24333,2507,[],1,1
24334,2507,{},1,1
24335,2507,SHA-1,14,0
24336,2507,CRC,1,0
24337,2507,SHA-256,2,0
24338,2507,AES/CBC/PKCS5Padding,3,0
24339,2507,AES/CBC/PKCS7Padding,1,0
24340,2507,AES,14,0
24341,2507,MD5,17,0
24342,2571,RSA,1,0
24343,2571,AES/CBC/PKCS5Padding,1,1
24344,2571,MD5,6,0
24345,2571,AES,1,1
24346,2571,AES/ECB/PKCS7Padding,2,0
24347,2305,0,1,1
24348,2305,RSA,2,0
24349,2305,[],1,1
24350,2305,{},1,1
24351,2305,SHA1,1,1
24352,2305,false,1,1
24353,2305,AES/CBC/PKCS5Padding,1,1
24354,2305,MD5,6,0
24355,2305,AES,1,1
24356,3674,SHA1,1,1
24357,3674,SHA-1,2,1
24358,3674,AES/CTR/NoPadding,4,1
24359,3674,HMAC,2,1
24360,3674,undefined,2,1
24361,3674,AES/CTR/NOPADDING,1,1
24362,3674,HmacSha1,3,1
24363,3674,HmacSHA1,2,1
24364,3674,HMACSHA1,4,1
24365,3674,EC,5,1
24366,3674,AES/CBC/PKCS5Padding,1,1
24367,3674,HmacSha256,3,1
24368,3674,RSA,2,1
24369,3674,{},1,1
24370,3674,AES/ECB/NOPADDING,2,1
24371,3674,AES/CBC/NoPadding,1,1
24372,3674,false,2,1
24373,3674,[object Object],2,1
24374,3674,AES,5,1
